AJANTPHARM,Ajanta Pharma Limited,EQ,2
AJMERA,Ajmera Realty & Infra India Limited,EQ,10
AJOONI,Ajooni Biotech Limited,EQ,2
AKASH,Akash Infra-Projects Limited,EQ,10
AKG,Akg Exim Limited,EQ,10
AKSHAR,Akshar Spintex Limited,BE,10
AKSHARCHEM,AksharChem India Limited,EQ,10
AKSHOPTFBR,Aksh Optifibre Limited,EQ,5
AKZOINDIA,Akzo Nobel India Limited,EQ,10
ALANKIT,Alankit Limited,EQ,1
ALBERTDAVD,Albert David Limited,EQ,10
ALEMBICLTD,Alembic Limited,EQ,2
ALICON,Alicon Castalloy Limited,EQ,5
ALKALI,Alkali Metals Limited,EQ,10
ALKEM,Alkem Laboratories Limited,EQ,2
ALKYLAMINE,Alkyl Amines Chemicals Limited,EQ,2
ALLCARGO,Allcargo Logistics Limited,EQ,2
ALLSEC,Allsec Technologies Limited,EQ,10
ALMONDZ,Almondz Global Securities Limited,EQ,6
ALOKINDS,Alok Industries Limited,EQ,1
ALPA,Alpa Laboratories Limited,EQ,10
ALPHAGEO,Alphageo (India) Limited,EQ,10
ALPSINDUS,Alps Industries Limited,EQ,10
AMARAJABAT,Amara Raja Batteries Limited,EQ,1
AMBER,Amber Enterprises India Limited,EQ,10
AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited,EQ,10
AMBIKCO,Ambika Cotton Mills Limited,EQ,10
AMBUJACEM,Ambuja Cements Limited,EQ,2
AMDIND,AMD Industries Limited,EQ,10
AMIORG,Ami Organics Limited,EQ,10
AMJLAND,Amj Land Holdings Limited,EQ,2
AMRUTANJAN,Amrutanjan Health Care Limited,EQ,1
ANANDRATHI,Anand Rathi Wealth Limited,EQ,5
ANANTRAJ,Anant Raj Limited,EQ,2
ANDHRAPAP,ANDHRA PAPER LIMITED,EQ,10
ANDHRSUGAR,The Andhra Sugars Limited,EQ,2
ANDREWYU,Andrew Yule & Company Limited,EQ,2
ANGELONE,Angel One Limited,EQ,10
ANIKINDS,Anik Industries Limited,EQ,10
ANKITMETAL,Ankit Metal & Power Limited,EQ,10
ANMOL,Anmol India Limited,EQ,10
ANTGRAPHIC,Antarctica Limited,EQ,1
ANUP,The Anup Engineering Limited,EQ,10
ANURAS,Anupam Rasayan India Limited,EQ,10
APARINDS,Apar Industries Limited,EQ,10
APCL,Anjani Portland Cement Limited,EQ,10
APCOTEXIND,Apcotex Industries Limited,EQ,2
APEX,Apex Frozen Foods Limited,EQ,10
APLAPOLLO,APL Apollo Tubes Limited,EQ,2
APLLTD,Alembic Pharmaceuticals Limited,EQ,2
APOLLO,Apollo Micro Systems Limited,EQ,10
APOLLOHOSP,Apollo Hospitals Enterprise Limited,EQ,5
APOLLOPIPE,Apollo Pipes Limited,EQ,10
APOLLOTYRE,Apollo Tyres Limited,EQ,1
APOLSINHOT,Apollo Sindoori Hotels Limited,EQ,5
APTECHT,Aptech Limited,EQ,10
APTUS,Aptus Value Housing Finance India Limited,EQ,2
ARCHIDPLY,Archidply Industries Limited,EQ,10
ARCHIES,Archies Limited,EQ,2
ARENTERP,Rajdarshan Industries Limited,EQ,10
ARIES,Aries Agro Limited,EQ,10
ARIHANTCAP,Arihant Capital Markets Limited,EQ,1
ARIHANTSUP,Arihant Superstructures Limited,EQ,10
ARMANFIN,Arman Financial Services Limited,EQ,10
AROGRANITE,Aro Granite Industries Limited,EQ,10
ARROWGREEN,Arrow Greentech Limited,EQ,10
ARSHIYA,Arshiya Limited,EQ,2
ARTEMISMED,Artemis Medicare Services Limited,EQ,1
ARTNIRMAN,Art Nirman Limited,EQ,10
ARVEE,Arvee Laboratories (India) Limited,EQ,10
ARVIND,Arvind Limited,EQ,10
ARVINDFASN,Arvind Fashions Limited,EQ,4
ARVSMART,Arvind SmartSpaces Limited,EQ,10
ASAHIINDIA,Asahi India Glass Limited,EQ,1
ASAHISONG,Asahi Songwon Colors Limited,EQ,10
ASAL,Automotive Stampings and Assemblies Limited,EQ,10
ASALCBR,Associated Alcohols & Breweries Ltd.,EQ,10
ASHAPURMIN,Ashapura Minechem Limited,EQ,2
ASHIANA,Ashiana Housing Limited,EQ,2
ASHIMASYN,Ashima Limited,EQ,10
ASHOKA,Ashoka Buildcon Limited,EQ,5
ASHOKLEY,Ashok Leyland Limited,EQ,1
ASIANENE,Asian Energy Services Limited,EQ,10
ASIANHOTNR,Asian Hotels (North) Limited,EQ,10
ASIANPAINT,Asian Paints Limited,EQ,1
ASIANTILES,Asian Granito India Limited,EQ,10
ASMS,Bartronics India Limited,EQ,1
ASPINWALL,Aspinwall and Company Limited,EQ,10
ASTEC,Astec LifeSciences Limited,EQ,10
ASTERDM,Aster DM Healthcare Limited,EQ,10
ASTRAL,Astral Limited,EQ,1
ASTRAMICRO,Astra Microwave Products Limited,EQ,2
ASTRAZEN,AstraZeneca Pharma India Limited,EQ,2
ASTRON,Astron Paper & Board Mill Limited,EQ,10
ATFL,Agro Tech Foods Limited,EQ,10
ATGL,Adani Total Gas Limited,EQ,1
ATLANTA,Atlanta  Limited,EQ,2
ATUL,Atul Limited,EQ,10
ATULAUTO,Atul Auto Limited,EQ,5
AUBANK,AU Small Finance Bank Limited,EQ,10
AURIONPRO,Aurionpro Solutions Limited,EQ,10
AUROPHARMA,Aurobindo Pharma Limited,EQ,1
AURUM,Aurum PropTech Limited,EQ,5
AUSOMENT,Ausom Enterprise Limited,EQ,10
AUTOAXLES,Automotive Axles Limited,EQ,10
AUTOIND,Autoline Industries Limited,EQ,10
AVADHSUGAR,Avadh Sugar & Energy Limited,EQ,10
AVANTIFEED,Avanti Feeds Limited,EQ,1
AVONMORE,Avonmore Capital & Management Services Limited,EQ,10
AVROIND,AVRO INDIA LIMITED,EQ,10
AVTNPL,AVT Natural Products Limited,EQ,1
AWHCL,Antony Waste Handling Cell Limited,EQ,5
AWL,Adani Wilmar Limited,EQ,1
AXISBANK,Axis Bank Limited,EQ,2
AXISCADES,AXISCADES Technologies Limited,EQ,5
AXITA,Axita Cotton Limited,EQ,1
AYMSYNTEX,AYM Syntex Limited,EQ,10
BAFNAPH,Bafna Pharmaceuticals Limited,BE,10
BAGFILMS,B.A.G Films and Media Limited,EQ,2
BAIDFIN,Baid Finserv Limited,EQ,2
BAJAJ-AUTO,Bajaj Auto Limited,EQ,10
BAJAJCON,Bajaj Consumer Care Limited,EQ,1
BAJAJELEC,Bajaj Electricals Limited,EQ,2
BAJAJFINSV,Bajaj Finserv Limited,EQ,1
BAJAJHCARE,Bajaj Healthcare Limited,EQ,5
BAJAJHIND,Bajaj Hindusthan Sugar Limited,EQ,1
BAJAJHLDNG,Bajaj Holdings & Investment Limited,EQ,10
BAJFINANCE,Bajaj Finance Limited,EQ,2
BALAJITELE,Balaji Telefilms Limited,EQ,2
BALAMINES,Balaji Amines Limited,EQ,2
BALAXI,BALAXI PHARMACEUTICALS LIMITED,EQ,10
BALKRISHNA,Balkrishna Paper Mills Limited,EQ,10
BALKRISIND,Balkrishna Industries Limited,EQ,2
BALLARPUR,Ballarpur Industries Limited,BZ,2
BALMLAWRIE,Balmer Lawrie & Company Limited,EQ,10
BALPHARMA,Bal Pharma Limited,EQ,10
BALRAMCHIN,Balrampur Chini Mills Limited,EQ,1
BANARBEADS,Banaras Beads Limited,EQ,10
BANARISUG,Bannari Amman Sugars Limited,EQ,10
BANCOINDIA,Banco Products (I) Limited,EQ,2
BANDHANBNK,Bandhan Bank Limited,EQ,10
BANG,Bang Overseas Limited,EQ,10
BANKA,Banka BioLoo Limited,EQ,10
BANKBARODA,Bank of Baroda,EQ,2
BANKINDIA,Bank of India,EQ,10
BANSWRAS,Banswara Syntex Limited,EQ,5
BARBEQUE,Barbeque Nation Hospitality Limited,EQ,5
BASF,BASF India Limited,EQ,10
BASML,Bannari Amman Spinning Mills Limited,EQ,5
BATAINDIA,Bata India Limited,EQ,5
BAYERCROP,Bayer Cropscience Limited,EQ,10
BBL,Bharat Bijlee Limited,EQ,10
BBOX,Black Box Limited,EQ,2
BBTC,Bombay Burmah Trading Corporation Limited,EQ,2
BBTCL,B&B Triplewall Containers Limited,EQ,10
BCG,Brightcom Group Limited,EQ,2
BCLIND,Bcl Industries Limited,EQ,10
BCONCEPTS,Brand Concepts Limited,EQ,10
BCP,B.C. Power Controls Ltd,EQ,2
BDL,Bharat Dynamics Limited,EQ,10
BEARDSELL,Beardsell Limited,EQ,2
BECTORFOOD,Mrs. Bectors Food Specialities Limited,EQ,10
BEDMUTHA,Bedmutha Industries Limited,EQ,10
BEL,Bharat Electronics Limited,EQ,1
BEML,BEML Limited,EQ,10
BEPL,Bhansali Engineering Polymers Limited,EQ,1
BERGEPAINT,Berger Paints (I) Limited,EQ,1
BESTAGRO,Best Agrolife Limited,EQ,10
BFINVEST,BF Investment Limited,EQ,5
BFUTILITIE,BF Utilities Limited,EQ,5
BGRENERGY,BGR Energy Systems Limited,EQ,10
BHAGCHEM,Bhagiradha Chemicals & Industries Limited,EQ,10
BHAGERIA,Bhageria Industries Limited,EQ,5
BHAGYANGR,Bhagyanagar India Limited,EQ,2
BHANDARI,Bhandari Hosiery Exports Limited,EQ,1
BHARATFORG,Bharat Forge Limited,EQ,2
BHARATGEAR,Bharat Gears Limited,EQ,10
BHARATRAS,Bharat Rasayan Limited,EQ,10
BHARATWIRE,Bharat Wire Ropes Limited,EQ,10
BHARTIARTL,Bharti Airtel Limited,EQ,5
BHEL,Bharat Heavy Electricals Limited,EQ,2
BIGBLOC,Bigbloc Construction Limited,EQ,2
BIKAJI,Bikaji Foods International Limited,EQ,1
BIL,Bhartiya International Limited,EQ,10
BINANIIND,Binani Industries Limited,EQ,10
BINDALAGRO,Oswal Chemicals & Fertilizers Limited,EQ,10
BIOCON,Biocon Limited,EQ,5
BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,EQ,10
BIRLACABLE,Birla Cable Limited,EQ,10
BIRLACORPN,Birla Corporation Limited,EQ,10
BIRLAMONEY,Aditya Birla Money Limited,EQ,1
BKMINDST,Bkm Industries Limited,BZ,1
BLBLIMITED,BLB Limited,EQ,1
BLISSGVS,Bliss GVS Pharma Limited,EQ,1
BLKASHYAP,B. L. Kashyap and Sons Limited,EQ,1
BLS,BLS International Services Limited,EQ,1
BLUEDART,Blue Dart Express Limited,EQ,10
BLUESTARCO,Blue Star Limited,EQ,2
BODALCHEM,Bodal Chemicals Limited,EQ,2
BOHRAIND,Bohra Industries Limited,EQ,10
BOMDYEING,Bombay Dyeing & Mfg Company Limited,EQ,2
BOROLTD,Borosil Limited,EQ,1
BORORENEW,BOROSIL RENEWABLES LIMITED,EQ,1
BOSCHLTD,Bosch Limited,EQ,10
BPCL,Bharat Petroleum Corporation Limited,EQ,10
BPL,BPL Limited,EQ,10
BRIGADE,Brigade Enterprises Limited,EQ,10
BRITANNIA,Britannia Industries Limited,EQ,1
BRNL,Bharat Road Network Limited,EQ,10
BROOKS,Brooks Laboratories Limited,EQ,10
BSE,BSE Limited,EQ,2
BSHSL,Bombay Super Hybrid Seeds Limited,BE,1
BSL,BSL Limited,EQ,10
BSOFT,BIRLASOFT LIMITED,EQ,2
BTML,Bodhi Tree Multimedia Limited,EQ,10
BURNPUR,Burnpur Cement Limited,EQ,10
BUTTERFLY,Butterfly Gandhimathi Appliances Limited,EQ,10
BVCL,Barak Valley Cements Limited,EQ,10
BYKE,The Byke Hospitality Ltd,EQ,10
CALSOFT,California Software Company Limited,EQ,10
CAMLINFINE,Camlin Fine Sciences Limited,EQ,1
CAMPUS,Campus Activewear Limited,EQ,5
CAMS,Computer Age Management Services Limited,EQ,10
CANBK,Canara Bank,EQ,10
CANFINHOME,Can Fin Homes Limited,EQ,2
CANTABIL,Cantabil Retail India Limited,EQ,10
CAPACITE,Capacit'e Infraprojects Limited,EQ,10
CAPLIPOINT,Caplin Point Laboratories Limited,EQ,2
CAPTRUST,Capital Trust Limited,EQ,10
CARBORUNIV,Carborundum Universal Limited,EQ,1
CAREERP,Career Point Limited,EQ,10
CARERATING,CARE Ratings Limited,EQ,10
CARTRADE,Cartrade Tech Limited,EQ,10
CARYSIL,CARYSIL LIMITED,EQ,2
CASTROLIND,Castrol India Limited,EQ,5
CCHHL,Country Club Hospitality & Holidays Limited,EQ,2
CCL,CCL Products (India) Limited,EQ,2
CDSL,Central Depository Services (India) Limited,EQ,10
CEATLTD,CEAT Limited,EQ,10
CELEBRITY,Celebrity Fashions Limited,EQ,10
CENTENKA,Century Enka Limited,EQ,10
CENTEXT,Century Extrusions Limited,EQ,1
CENTRALBK,Central Bank of India,EQ,10
CENTRUM,Centrum Capital Limited,EQ,1
CENTUM,Centum Electronics Limited,EQ,10
CENTURYPLY,Century Plyboards (India) Limited,EQ,1
CENTURYTEX,Century Textiles & Industries Limited,EQ,10
CERA,Cera Sanitaryware Limited,EQ,5
CEREBRAINT,Cerebra Integrated Technologies Limited,EQ,10
CESC,CESC Limited,EQ,1
CGCL,Capri Global Capital Limited,EQ,2
CGPOWER,CG Power and Industrial Solutions Limited,EQ,2
CHALET,Chalet Hotels Limited,EQ,10
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,EQ,10
CHEMBOND,Chembond Chemicals Ltd,EQ,5
CHEMCON,Chemcon Speciality Chemicals Limited,EQ,10
CHEMFAB,Chemfab Alkalis Limited,EQ,10
CHEMPLASTS,Chemplast Sanmar Limited,EQ,5
CHENNPETRO,Chennai Petroleum Corporation Limited,EQ,10
CHEVIOT,Cheviot Company Limited,EQ,10
CHOICEIN,Choice International Limited,EQ,10
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,EQ,2
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,EQ,1
CIGNITITEC,Cigniti Technologies Limited,EQ,10
CINELINE,Cineline India Limited,EQ,5
CINEVISTA,Cinevista Limited,EQ,2
CIPLA,Cipla Limited,EQ,2
CLEAN,Clean Science and Technology Limited,EQ,1
CLEDUCATE,CL Educate Limited,EQ,5
CLSEL,Chaman Lal Setia Exports Limited,EQ,2
CMICABLES,CMI Limited,EQ,10
CMSINFO,CMS Info Systems Limited,EQ,10
COALINDIA,Coal India Limited,EQ,10
COASTCORP,Coastal Corporation Limited,EQ,10
COCHINSHIP,Cochin Shipyard Limited,EQ,10
COFFEEDAY,Coffee Day Enterprises Limited,EQ,10
COFORGE,Coforge Limited,EQ,10
COLPAL,Colgate Palmolive (India) Limited,EQ,1
COMPINFO,Compuage Infocom Limited,EQ,2
COMPUSOFT,Compucom Software Limited,EQ,2
CONCOR,Container Corporation of India Limited,EQ,5
CONFIPET,Confidence Petroleum India Limited,EQ,1
CONSOFINVT,Consolidated Finvest & Holdings Limited,EQ,10
CONTROLPR,Control Print Limited,EQ,10
CORALFINAC,Coral India Finance & Housing Limited,EQ,2
CORDSCABLE,Cords Cable Industries Limited,EQ,10
COROMANDEL,Coromandel International Limited,EQ,1
COSMOFIRST,COSMO FIRST LIMITED,EQ,10
COUNCODOS,Country Condo's Limited,EQ,1
CRAFTSMAN,Craftsman Automation Limited,EQ,5
CREATIVE,Creative Newtech Limited,EQ,10
CREATIVEYE,Creative Eye Limited,EQ,5
CREDITACC,CREDITACCESS GRAMEEN LIMITED,EQ,10
CREST,Crest Ventures Limited,EQ,10
CRISIL,CRISIL Limited,EQ,1
CROMPTON,Crompton Greaves Consumer Electricals Limited,EQ,2
CROWN,Crown Lifters Limited,EQ,10
CSBBANK,CSB Bank Limited,EQ,10
CSLFINANCE,CSL Finance Limited,EQ,10
CTE,Cambridge Technology Enterprises Limited,EQ,10
CUB,City Union Bank Limited,EQ,1
CUBEXTUB,Cubex Tubings Limited,EQ,10
CUMMINSIND,Cummins India Limited,EQ,2
CUPID,Cupid Limited,EQ,10
CYBERMEDIA,Cyber Media (India) Limited,EQ,10
CYBERTECH,Cybertech Systems And Software Limited,EQ,10
CYIENT,Cyient Limited,EQ,5
DAAWAT,LT Foods Limited,EQ,1
DABUR,Dabur India Limited,EQ,1
DALBHARAT,Dalmia Bharat Limited,EQ,2
DALMIASUG,Dalmia Bharat Sugar and Industries Limited,EQ,2
DAMODARIND,Damodar Industries Limited,EQ,5
DANGEE,Dangee Dums Limited,EQ,1
DATAMATICS,Datamatics Global Services Limited,EQ,5
DATAPATTNS,Data Patterns (India) Limited,EQ,2
DBCORP,D.B.Corp Limited,EQ,10
DBL,Dilip Buildcon Limited,EQ,10
DBOL,Dhampur Bio Organics Limited,EQ,10
DBREALTY,D B Realty Limited,EQ,10
DBSTOCKBRO,DB (International) Stock Brokers Limited,EQ,2
DCAL,Dishman Carbogen Amcis Limited,EQ,2
DCBBANK,DCB Bank Limited,EQ,10
DCI,Dc Infotech And Communication Limited,EQ,10
DCM,DCM  Limited,EQ,10
DCMFINSERV,DCM Financial Services Limited,EQ,10
DCMNVL,DCM Nouvelle Limited,EQ,10
DCMSHRIRAM,DCM Shriram Limited,EQ,2
DCMSRIND,DCM Shriram Industries Limited,EQ,2
DCW,DCW Limited,EQ,2
DCXINDIA,DCX Systems Limited,EQ,2
DECCANCE,Deccan Cements Limited,EQ,5
DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,EQ,10
DEEPAKNTR,Deepak Nitrite Limited,EQ,2
DEEPENR,DEEP ENERGY RESOURCES LIMITED,EQ,10
DEEPINDS,Deep Industries Limited,EQ,10
DELHIVERY,Delhivery Limited,EQ,1
DELPHIFX,DELPHI WORLD MONEY LIMITED,EQ,10
DELTACORP,Delta Corp Limited,EQ,1
DELTAMAGNT,Delta Manufacturing Limited,EQ,10
DEN,Den Networks Limited,EQ,10
DENORA,De Nora India Limited,EQ,10
DEVIT,Dev Information Technology Limited,EQ,5
DEVYANI,Devyani International Limited,EQ,1
DFMFOODS,DFM Foods Limited,EQ,2
DGCONTENT,Digicontent Limited,EQ,2
DHAMPURSUG,Dhampur Sugar Mills Limited,EQ,10
DHANBANK,Dhanlaxmi Bank Limited,EQ,10
DHANI,Dhani Services Limited,EQ,2
DHANUKA,Dhanuka Agritech Limited,EQ,2
DHARMAJ,Dharmaj Crop Guard Limited,EQ,10
DHARSUGAR,Dharani Sugars&Chemicals Limited,BZ,10
DHRUV,Dhruv Consultancy Services Limited,EQ,10
DHUNINV,Dhunseri Investments Limited,EQ,10
DIAMONDYD,Prataap Snacks Limited,EQ,5
DICIND,DIC India Limited,EQ,10
DIGISPICE,DiGiSPICE Technologies Limited,EQ,3
DIGJAMLMTD,Digjam Limited,BE,10
DIL,Debock Industries Limited,EQ,10
DISHTV,Dish TV India Limited,EQ,1
DIVGIITTS,Divgi Torqtransfer Systems Limited,EQ,5
DIVISLAB,Divi's Laboratories Limited,EQ,2
DIXON,Dixon Technologies (India) Limited,EQ,2
DJML,DJ Mediaprint & Logistics Limited,EQ,10
DLF,DLF Limited,EQ,2
DLINKINDIA,D-Link (India) Limited,EQ,2
DMART,Avenue Supermarts Limited,EQ,10
DMCC,DMCC SPECIALITY CHEMICALS LIMITED,EQ,10
DNAMEDIA,Diligent Media Corporation Limited,EQ,1
DODLA,Dodla Dairy Limited,EQ,10
DOLATALGO,Dolat Algotech Limited,EQ,1
DOLLAR,Dollar Industries Limited,EQ,2
DONEAR,Donear Industries Limited,EQ,2
DPABHUSHAN,D. P. Abhushan Limited,EQ,10
DPSCLTD,DPSC Limited,EQ,1
DPWIRES,D P Wires Limited,EQ,10
DRCSYSTEMS,DRC Systems India Limited,EQ,1
DREAMFOLKS,Dreamfolks Services Limited,EQ,2
DREDGECORP,Dredging Corporation of India Limited,EQ,10
DRREDDY,Dr. Reddy's Laboratories Limited,EQ,5
DSSL,Dynacons Systems & Solutions Limited,EQ,10
DTIL,Dhunseri Tea & Industries Limited,EQ,10
DUCON,Ducon Infratechnologies Limited,EQ,1
DVL,Dhunseri Ventures Limited,EQ,10
DWARKESH,Dwarikesh Sugar Industries Limited,EQ,1
DYCL,Dynamic Cables Limited,EQ,10
DYNAMATECH,Dynamatic Technologies Limited,EQ,10
DYNPRO,Dynemic Products Limited,EQ,10
E2E,E2E Networks Limited,EQ,10
EASEMYTRIP,Easy Trip Planners Limited,EQ,1
EASTSILK,Eastern Silk Industries Limited,BE,2
ECLERX,eClerx Services Limited,EQ,10
EDELWEISS,Edelweiss Financial Services Limited,EQ,1
EDUCOMP,Educomp Solutions Limited,BZ,2
EICHERMOT,Eicher Motors Limited,EQ,1
EIDPARRY,EID Parry India Limited,EQ,1
EIFFL,Euro India Fresh Foods Limited,EQ,10
EIHAHOTELS,EIH Associated Hotels Limited,EQ,10
EIHOTEL,EIH Limited,EQ,2
EIMCOELECO,Eimco Elecon (India) Limited,EQ,10
EKC,Everest Kanto Cylinder Limited,EQ,2
ELDEHSG,Eldeco Housing And Industries Limited,EQ,2
ELECON,Elecon Engineering Company Limited,EQ,2
ELECTCAST,Electrosteel Castings Limited,EQ,1
ELECTHERM,Electrotherm (India) Limited,EQ,10
ELGIEQUIP,Elgi Equipments Limited,EQ,1
ELGIRUBCO,Elgi Rubber Company Limited,EQ,1
ELIN,Elin Electronics Limited,EQ,5
EMAMILTD,Emami Limited,EQ,1
EMAMIPAP,Emami Paper Mills Limited,EQ,2
EMAMIREAL,Emami Realty Limited,EQ,2
EMIL,Electronics Mart India Limited,EQ,10
EMKAY,Emkay Global Financial Services Limited,EQ,10
EMMBI,Emmbi Industries Limited,EQ,10
EMUDHRA,eMudhra Limited,EQ,5
ENDURANCE,Endurance Technologies Limited,EQ,10
ENERGYDEV,Energy Development Company Limited,EQ,10
ENGINERSIN,Engineers India Limited,EQ,5
ENIL,Entertainment Network (India) Limited,EQ,10
EPL,EPL Limited,EQ,2
EQUIPPP,Equippp Social Impact Technologies Limited,BE,1
EQUITASBNK,Equitas Small Finance Bank Limited,EQ,10
ERIS,Eris Lifesciences Limited,EQ,1
EROSMEDIA,Eros International Media Limited,EQ,10
ESABINDIA,Esab India Limited,EQ,10
ESCORTS,Escorts Kubota Limited,EQ,10
ESSARSHPNG,Essar Shipping Limited,EQ,10
ESSENTIA,Integra Essentia Limited,EQ,1
ESTER,Ester Industries Limited,EQ,5
ETHOSLTD,Ethos Limited,EQ,10
EUROTEXIND,Eurotex Industries and Exports Limited,BE,10
EVEREADY,Eveready Industries India Limited,EQ,5
EVERESTIND,Everest Industries Limited,EQ,10
EXCEL,Excel Realty N Infra Limited,EQ,1
EXCELINDUS,Excel Industries Limited,EQ,5
EXIDEIND,Exide Industries Limited,EQ,1
EXPLEOSOL,Expleo Solutions Limited,EQ,10
EXXARO,Exxaro Tiles Limited,EQ,10
FACT,Fertilizers and Chemicals Travancore Limited,EQ,10
FAIRCHEMOR,Fairchem Organics Limited,EQ,10
FAZE3Q,Faze Three Limited,EQ,10
FCL,Fineotex Chemical Limited,EQ,2
FCONSUMER,Future Consumer Limited,EQ,6
FCSSOFT,FCS Software Solutions Limited,EQ,1
FDC,FDC Limited,EQ,1
FEDERALBNK,The Federal Bank  Limited,EQ,2
FEL,Future Enterprises Limited,BZ,2
FELDVR,Future Enterprises Limited,BE,2
FIBERWEB,Fiberweb (India) Limited,EQ,10
FIEMIND,Fiem Industries Limited,EQ,10
FILATEX,Filatex India Limited,EQ,1
FINCABLES,Finolex Cables Limited,EQ,2
FINEORG,Fine Organic Industries Limited,EQ,5
FINOPB,Fino Payments Bank Limited,EQ,10
FINPIPE,Finolex Industries Limited,EQ,2
FIVESTAR,Five-Star Business Finance Limited,EQ,1
FLEXITUFF,Flexituff Ventures International Limited,EQ,10
FLFL,Future Lifestyle Fashions Limited,EQ,2
FLUOROCHEM,Gujarat Fluorochemicals Limited,EQ,1
FMGOETZE,Federal-Mogul Goetze (India) Limited.,EQ,10
FMNL,Future Market Networks Limited,EQ,10
FOCUS,Focus Lighting and Fixtures Limited,EQ,10
FOODSIN,Foods & Inns Limited,EQ,1
FORCEMOT,FORCE MOTORS LTD,EQ,10
FORTIS,Fortis Healthcare Limited,EQ,10
FOSECOIND,Foseco India Limited,EQ,10
FRETAIL,Future Retail Limited,BZ,2
FSC,Future Supply Chain Solutions Limited,BE,10
FSL,Firstsource Solutions Limited,EQ,10
FUSION,Fusion Micro Finance Limited,EQ,10
GABRIEL,Gabriel India Limited,EQ,1
GAEL,Gujarat Ambuja Exports Limited,EQ,1
GAIL,GAIL (India) Limited,EQ,10
GAL,Gyscoal Alloys Limited,EQ,1
GALAXYSURF,Galaxy Surfactants Limited,EQ,10
GALLANTT,Gallantt Ispat Limited,EQ,10
GANDHITUBE,Gandhi Special Tubes Limited,EQ,5
GANECOS,Ganesha Ecosphere Limited,EQ,10
GANESHBE,Ganesh Benzoplast Limited,EQ,1
GANESHHOUC,Ganesh Housing Corporation Limited,EQ,10
